-----Attacking Parameters:-----
Test folder:     /home/jonah/neuralnets/GTSRB_resnet/Test
Model Confidence in true class 25:     94.223076%
Model prediction was class     25 with 94.223076% confidence

Model Confidence in true class 25:     92.905688%
Model prediction was class     25 with 92.905688% confidence

Model Confidence in true class 25:     92.905688%
Model prediction was class     25 with 92.905688% confidence

Model Confidence in true class 25:     92.905688%
Model prediction was class     25 with 92.905688% confidence

Reached max iterations, attack unsuccessful on image 06400.png

30 samples tested so far
---------------Testing image 04986.png---------------
Prior Model Confidence in true class 1:     99.852329% (before attack)
Prior Model prediction was class     1 with 99.852329% confidence (before attack)

Model Confidence in true class 1:     99.643624%
Model prediction was class     1 with 99.643624% confidence

Model Confidence in true class 1:     99.643624%
Model prediction was class     1 with 99.643624% confidence

Model Confidence in true class 1:     99.610019%
Model prediction was class     1 with 99.610019% confidence

Model Confidence in true class 1:     99.503738%
Model prediction was class     1 with 99.503738% confidence

Model Confidence in true class 1:     99.503738%
Model prediction was class     1 with 99.503738% confidence

Model Confidence in true class 1:     99.348265%
Model prediction was class     1 with 99.348265% confidence

Model Confidence in true class 1:     99.348265%
Model prediction was class     1 with 99.348265% confidence

Model Confidence in true class 1:     99.051255%
Model prediction was class     1 with 99.051255% confidence

Model Confidence in true class 1:     99.051255%
Model prediction was class     1 with 99.051255% confidence

Model Confidence in true class 1:     98.704100%
Model prediction was class     1 with 98.704100% confidence

Model Confidence in true class 1:     98.704100%
Model prediction was class     1 with 98.704100% confidence

Model Confidence in true class 1:     98.704100%
Model prediction was class     1 with 98.704100% confidence

Model Confidence in true class 1:     98.704100%
Model prediction was class     1 with 98.704100% confidence

Model Confidence in true class 1:     98.704100%
Model prediction was class     1 with 98.704100% confidence

Model Confidence in true class 1:     98.704100%
Model prediction was class     1 with 98.704100% confidence

Model Confidence in true class 1:     98.092192%
Model prediction was class     1 with 98.092192% confidence

Model Confidence in true class 1:     98.092192%
Model prediction was class     1 with 98.092192% confidence

Model Confidence in true class 1:     98.092192%
Model prediction was class     1 with 98.092192% confidence

Model Confidence in true class 1:     98.092192%
Model prediction was class     1 with 98.092192% confidence

Model Confidence in true class 1:     98.092192%
Model prediction was class     1 with 98.092192% confidence

Reached max iterations, attack unsuccessful on image 04986.png

---------------Testing image 09894.png---------------
Prior Model Confidence in true class 14:     92.215520% (before attack)
Prior Model prediction was class     14 with 92.215520% confidence (before attack)

Model Confidence in true class 14:     56.041360%
Model prediction was class     14 with 56.041360% confidence

Model Confidence in true class 14:     56.041360%
Model prediction was class     14 with 56.041360% confidence

Model Confidence in true class 14:     56.041360%
Model prediction was class     14 with 56.041360% confidence

Model Confidence in true class 14:     56.041360%
Model prediction was class     14 with 56.041360% confidence

Model Confidence in true class 14:     56.041360%
Model prediction was class     14 with 56.041360% confidence

Model Confidence in true class 14:     45.708826%
Model prediction was class     14 with 45.708826% confidence

Model Confidence in true class 14:     45.708826%
Model prediction was class     14 with 45.708826% confidence

Model Confidence in true class 14:     45.708826%
Model prediction was class     14 with 45.708826% confidence

Model Confidence in true class 14:     45.708826%
Model prediction was class     14 with 45.708826% confidence

Model Confidence in true class 14:     45.567289%
Model prediction was class     14 with 45.567289% confidence

Model Confidence in true class 14:     45.567289%
Model prediction was class     14 with 45.567289% confidence

Model Confidence in true class 14:     45.567289%
Model prediction was class     14 with 45.567289% confidence

Model Confidence in true class 14:     43.140379%
Model prediction was class     14 with 43.140379% confidence

Model Confidence in true class 14:     43.140379%
Model prediction was class     14 with 43.140379% confidence

Model Confidence in true class 14:     43.140379%
Model prediction was class     14 with 43.140379% confidence

Model Confidence in true class 14:     40.945676%
Model prediction was class     14 with 40.945676% confidence

Model Confidence in true class 14:     40.945676%
Model prediction was class     14 with 40.945676% confidence

Model Confidence in true class 14:     40.782952%
Model prediction was class     14 with 40.782952% confidence

Model Confidence in true class 14:     36.035559%
Model prediction was class     10 with 36.501002% confidence

Success on image 09894.png

---------------Testing image 06094.png---------------
Prior Model Confidence in true class 12:     99.989235% (before attack)
Prior Model prediction was class     12 with 99.989235% confidence (before attack)

Model Confidence in true class 12:     99.877173%
Model prediction was class     12 with 99.877173% confidence

Model Confidence in true class 12:     99.793041%
Model prediction was class     12 with 99.793041% confidence

Model Confidence in true class 12:     99.701202%
Model prediction was class     12 with 99.701202% confidence

Model Confidence in true class 12:     99.524188%
Model prediction was class     12 with 99.524188% confidence

Model Confidence in true class 12:     99.449795%
Model prediction was class     12 with 99.449795% confidence

Model Confidence in true class 12:     99.449795%
Model prediction was class     12 with 99.449795% confidence

Model Confidence in true class 12:     99.441612%
Model prediction was class     12 with 99.441612% confidence

Model Confidence in true class 12:     99.441612%
Model prediction was class     12 with 99.441612% confidence

Model Confidence in true class 12:     99.372190%
Model prediction was class     12 with 99.372190% confidence

Model Confidence in true class 12:     99.372190%
Model prediction was class     12 with 99.372190% confidence

Model Confidence in true class 12:     99.372190%
Model prediction was class     12 with 99.372190% confidence

Model Confidence in true class 12:     99.300569%
Model prediction was class     12 with 99.300569% confidence

Model Confidence in true class 12:     99.176008%
Model prediction was class     12 with 99.176008% confidence

Model Confidence in true class 12:     98.649198%
