-----Attacking Parameters:-----
Test folder:     /home/jonah/neuralnets/GTSRB_resnet/Test
Model prediction was class     25 with 99.992394% confidence

Model Confidence in true class 25:     99.992394%
Model prediction was class     25 with 99.992394% confidence

Model Confidence in true class 25:     99.992394%
Model prediction was class     25 with 99.992394% confidence

Model Confidence in true class 25:     99.992394%
Model prediction was class     25 with 99.992394% confidence

Model Confidence in true class 25:     99.992394%
Model prediction was class     25 with 99.992394% confidence

Model Confidence in true class 25:     99.992394%
Model prediction was class     25 with 99.992394% confidence

Model Confidence in true class 25:     99.991202%
Model prediction was class     25 with 99.991202% confidence

Model Confidence in true class 25:     99.991202%
Model prediction was class     25 with 99.991202% confidence

Model Confidence in true class 25:     99.991202%
Model prediction was class     25 with 99.991202% confidence

Model Confidence in true class 25:     99.991202%
Model prediction was class     25 with 99.991202% confidence

Model Confidence in true class 25:     99.991202%
Model prediction was class     25 with 99.991202% confidence

Model Confidence in true class 25:     99.991202%
Model prediction was class     25 with 99.991202% confidence

Model Confidence in true class 25:     99.991202%
Model prediction was class     25 with 99.991202% confidence

Model Confidence in true class 25:     99.991202%
Model prediction was class     25 with 99.991202% confidence

Model Confidence in true class 25:     99.991202%
Model prediction was class     25 with 99.991202% confidence

Model Confidence in true class 25:     99.991202%
Model prediction was class     25 with 99.991202% confidence

Model Confidence in true class 25:     99.991202%
Model prediction was class     25 with 99.991202% confidence

Model Confidence in true class 25:     99.991202%
Model prediction was class     25 with 99.991202% confidence

Reached max iterations, attack unsuccessful on image 09148.png

---------------Testing image 08214.png---------------
Prior Model Confidence in true class 9:     99.661887% (before attack)
Prior Model prediction was class     9 with 99.661887% confidence (before attack)

Model Confidence in true class 9:     98.649788%
Model prediction was class     9 with 98.649788% confidence

Model Confidence in true class 9:     98.649788%
Model prediction was class     9 with 98.649788% confidence

Model Confidence in true class 9:     97.675520%
Model prediction was class     9 with 97.675520% confidence

Model Confidence in true class 9:     97.675520%
Model prediction was class     9 with 97.675520% confidence

Model Confidence in true class 9:     96.794510%
Model prediction was class     9 with 96.794510% confidence

Model Confidence in true class 9:     96.794510%
Model prediction was class     9 with 96.794510% confidence

Model Confidence in true class 9:     96.794510%
Model prediction was class     9 with 96.794510% confidence

Model Confidence in true class 9:     96.794510%
Model prediction was class     9 with 96.794510% confidence

Model Confidence in true class 9:     96.794510%
Model prediction was class     9 with 96.794510% confidence

Model Confidence in true class 9:     96.794510%
Model prediction was class     9 with 96.794510% confidence

Model Confidence in true class 9:     96.794510%
Model prediction was class     9 with 96.794510% confidence

Model Confidence in true class 9:     96.794510%
Model prediction was class     9 with 96.794510% confidence

Model Confidence in true class 9:     96.794510%
Model prediction was class     9 with 96.794510% confidence

Model Confidence in true class 9:     96.794510%
Model prediction was class     9 with 96.794510% confidence

Model Confidence in true class 9:     96.794510%
Model prediction was class     9 with 96.794510% confidence

Model Confidence in true class 9:     96.794510%
Model prediction was class     9 with 96.794510% confidence

Model Confidence in true class 9:     96.794510%
Model prediction was class     9 with 96.794510% confidence

Model Confidence in true class 9:     96.794510%
Model prediction was class     9 with 96.794510% confidence

Model Confidence in true class 9:     96.794510%
Model prediction was class     9 with 96.794510% confidence

Model Confidence in true class 9:     96.316969%
Model prediction was class     9 with 96.316969% confidence

Reached max iterations, attack unsuccessful on image 08214.png

---------------Testing image 06237.png---------------
Prior Model Confidence in true class 33:     98.803490% (before attack)
Prior Model prediction was class     33 with 98.803490% confidence (before attack)

Model Confidence in true class 33:     94.962472%
Model prediction was class     33 with 94.962472% confidence

Model Confidence in true class 33:     94.962472%
Model prediction was class     33 with 94.962472% confidence

Model Confidence in true class 33:     94.962472%
Model prediction was class     33 with 94.962472% confidence

Model Confidence in true class 33:     94.962472%
Model prediction was class     33 with 94.962472% confidence

Model Confidence in true class 33:     94.962472%
Model prediction was class     33 with 94.962472% confidence

Model Confidence in true class 33:     94.962472%
Model prediction was class     33 with 94.962472% confidence

Model Confidence in true class 33:     94.962472%
Model prediction was class     33 with 94.962472% confidence

Model Confidence in true class 33:     94.962472%
Model prediction was class     33 with 94.962472% confidence

Model Confidence in true class 33:     94.962472%
Model prediction was class     33 with 94.962472% confidence

Model Confidence in true class 33:     94.962472%
Model prediction was class     33 with 94.962472% confidence

Model Confidence in true class 33:     94.962472%
Model prediction was class     33 with 94.962472% confidence

Model Confidence in true class 33:     94.962472%
Model prediction was class     33 with 94.962472% confidence

Model Confidence in true class 33:     94.962472%
Model prediction was class     33 with 94.962472% confidence

Model Confidence in true class 33:     94.962472%
Model prediction was class     33 with 94.962472% confidence

Model Confidence in true class 33:     94.830334%
Model prediction was class     33 with 94.830334% confidence

Model Confidence in true class 33:     91.046673%
Model prediction was class     33 with 91.046673% confidence

Model Confidence in true class 33:     91.046673%
Model prediction was class     33 with 91.046673% confidence

Model Confidence in true class 33:     91.046673%
Model prediction was class     33 with 91.046673% confidence

Model Confidence in true class 33:     91.046673%
Model prediction was class     33 with 91.046673% confidence

Model Confidence in true class 33:     91.046673%
Model prediction was class     33 with 91.046673% confidence

Reached max iterations, attack unsuccessful on image 06237.png
